"Periode","Lag","Effect","Cause","PLCMF_Value","Sig_PLCMF","Bound"
"PERIOD_3",2,"region_6","region_3",0.002378,FALSE,0.015464
"PERIOD_3",2,"region_6","region_4",-0.245679,TRUE,0.015464
"PERIOD_3",2,"region_6","region_5",-0.048321,TRUE,0.015464
"PERIOD_3",2,"region_6","region_6",0.032219,TRUE,0.015464
"PERIOD_3",3,"region_1","region_1",-0.027209,TRUE,0.015464
"PERIOD_3",3,"region_1","region_2",-0.009643,FALSE,0.015464
"PERIOD_3",3,"region_1","region_3",0.022922,TRUE,0.015464
"PERIOD_3",3,"region_1","region_4",0.113031,TRUE,0.015464
"PERIOD_3",3,"region_1","region_5",0.022047,TRUE,0.015464
"PERIOD_3",3,"region_1","region_6",-0.002571,FALSE,0.015464
"PERIOD_3",3,"region_2","region_1",0.207425,TRUE,0.015464
"PERIOD_3",3,"region_2","region_2",0.059044,TRUE,0.015464
"PERIOD_3",3,"region_2","region_3",-0.01783,TRUE,0.015464
"PERIOD_3",3,"region_2","region_4",0.052706,TRUE,0.015464
"PERIOD_3",3,"region_2","region_5",0.042508,TRUE,0.015464
"PERIOD_3",3,"region_2","region_6",-0.29637,TRUE,0.015464
"PERIOD_3",3,"region_3","region_1",0.200992,TRUE,0.015464
"PERIOD_3",3,"region_3","region_2",0.003333,FALSE,0.015464
"PERIOD_3",3,"region_3","region_3",0.022675,TRUE,0.015464
"PERIOD_3",3,"region_3","region_4",0.052817,TRUE,0.015464
"PERIOD_3",3,"region_3","region_5",0.037518,TRUE,0.015464
"PERIOD_3",3,"region_3","region_6",-0.246333,TRUE,0.015464
"PERIOD_3",3,"region_4","region_1",0.250656,TRUE,0.015464
"PERIOD_3",3,"region_4","region_2",0.161819,TRUE,0.015464
"PERIOD_3",3,"region_4","region_3",-0.276616,TRUE,0.015464
"PERIOD_3",3,"region_4","region_4",0.325421,TRUE,0.015464
"PERIOD_3",3,"region_4","region_5",0.033197,TRUE,0.015464
"PERIOD_3",3,"region_4","region_6",-0.614558,TRUE,0.015464
"PERIOD_3",3,"region_5","region_1",0.117622,TRUE,0.015464
"PERIOD_3",3,"region_5","region_2",0.044074,TRUE,0.015464
"PERIOD_3",3,"region_5","region_3",-0.104268,TRUE,0.015464
"PERIOD_3",3,"region_5","region_4",0.073379,TRUE,0.015464
"PERIOD_3",3,"region_5","region_5",0.111298,TRUE,0.015464
"PERIOD_3",3,"region_5","region_6",-0.225846,TRUE,0.015464
"PERIOD_3",3,"region_6","region_1",0.215665,TRUE,0.015464
"PERIOD_3",3,"region_6","region_2",-0.013087,FALSE,0.015464
"PERIOD_3",3,"region_6","region_3",-0.021123,TRUE,0.015464
"PERIOD_3",3,"region_6","region_4",0.044486,TRUE,0.015464
"PERIOD_3",3,"region_6","region_5",0.050716,TRUE,0.015464
"PERIOD_3",3,"region_6","region_6",-0.237892,TRUE,0.015464
"PERIOD_3",4,"region_1","region_1",0.029008,TRUE,0.015464
"PERIOD_3",4,"region_1","region_2",-0.017741,TRUE,0.015464
"PERIOD_3",4,"region_1","region_3",0.049951,TRUE,0.015464
"PERIOD_3",4,"region_1","region_4",0.037236,TRUE,0.015464
"PERIOD_3",4,"region_1","region_5",0.005364,FALSE,0.015464
"PERIOD_3",4,"region_1","region_6",0.073096,TRUE,0.015464
"PERIOD_3",4,"region_2","region_1",0.223032,TRUE,0.015464
"PERIOD_3",4,"region_2","region_2",0.032884,TRUE,0.015464
"PERIOD_3",4,"region_2","region_3",0.087869,TRUE,0.015464
"PERIOD_3",4,"region_2","region_4",0.057094,TRUE,0.015464
"PERIOD_3",4,"region_2","region_5",0.04601,TRUE,0.015464
"PERIOD_3",4,"region_2","region_6",-0.235595,TRUE,0.015464
"PERIOD_3",4,"region_3","region_1",0.249908,TRUE,0.015464
"PERIOD_3",4,"region_3","region_2",-0.018829,TRUE,0.015464
"PERIOD_3",4,"region_3","region_3",0.085793,TRUE,0.015464
"PERIOD_3",4,"region_3","region_4",0.069003,TRUE,0.015464
"PERIOD_3",4,"region_3","region_5",0.05078,TRUE,0.015464
"PERIOD_3",4,"region_3","region_6",-0.239302,TRUE,0.015464
"PERIOD_3",4,"region_4","region_1",0.208128,TRUE,0.015464
"PERIOD_3",4,"region_4","region_2",-0.034369,TRUE,0.015464
"PERIOD_3",4,"region_4","region_3",-0.011802,FALSE,0.015464
"PERIOD_3",4,"region_4","region_4",0.242512,TRUE,0.015464
"PERIOD_3",4,"region_4","region_5",0.014683,FALSE,0.015464
"PERIOD_3",4,"region_4","region_6",-0.305328,TRUE,0.015464
"PERIOD_3",4,"region_5","region_1",0.111683,TRUE,0.015464
"PERIOD_3",4,"region_5","region_2",-0.011516,FALSE,0.015464
"PERIOD_3",4,"region_5","region_3",0.007626,FALSE,0.015464
"PERIOD_3",4,"region_5","region_4",0.050784,TRUE,0.015464
"PERIOD_3",4,"region_5","region_5",0.07306,TRUE,0.015464
"PERIOD_3",4,"region_5","region_6",-0.133391,TRUE,0.015464
"PERIOD_3",4,"region_6","region_1",0.260575,TRUE,0.015464
"PERIOD_3",4,"region_6","region_2",-0.031864,TRUE,0.015464
"PERIOD_3",4,"region_6","region_3",0.08965,TRUE,0.015464
"PERIOD_3",4,"region_6","region_4",0.043767,TRUE,0.015464
"PERIOD_3",4,"region_6","region_5",0.04268,TRUE,0.015464
"PERIOD_3",4,"region_6","region_6",-0.174101,TRUE,0.015464
"PERIOD_3",5,"region_1","region_1",-0.022931,TRUE,0.015464
"PERIOD_3",5,"region_1","region_2",0.01365,FALSE,0.015464
"PERIOD_3",5,"region_1","region_3",0.039159,TRUE,0.015464
"PERIOD_3",5,"region_1","region_4",0.018128,TRUE,0.015464
"PERIOD_3",5,"region_1","region_5",0.009835,FALSE,0.015464
"PERIOD_3",5,"region_1","region_6",-0.008621,FALSE,0.015464
"PERIOD_3",5,"region_2","region_1",-0.181247,TRUE,0.015464
"PERIOD_3",5,"region_2","region_2",0.207635,TRUE,0.015464
"PERIOD_3",5,"region_2","region_3",-0.106944,TRUE,0.015464
"PERIOD_3",5,"region_2","region_4",-0.007471,FALSE,0.015464
"PERIOD_3",5,"region_2","region_5",-0.05819,TRUE,0.015464
"PERIOD_3",5,"region_2","region_6",0.061325,TRUE,0.015464
"PERIOD_3",5,"region_3","region_1",-0.266109,TRUE,0.015464
"PERIOD_3",5,"region_3","region_2",0.222895,TRUE,0.015464
"PERIOD_3",5,"region_3","region_3",-0.155608,TRUE,0.015464
"PERIOD_3",5,"region_3","region_4",0.007897,FALSE,0.015464
"PERIOD_3",5,"region_3","region_5",-0.068243,TRUE,0.015464
"PERIOD_3",5,"region_3","region_6",0.129711,TRUE,0.015464
"PERIOD_3",5,"region_4","region_1",-0.029431,TRUE,0.015464
"PERIOD_3",5,"region_4","region_2",0.027259,TRUE,0.015464
"PERIOD_3",5,"region_4","region_3",-0.035445,TRUE,0.015464
"PERIOD_3",5,"region_4","region_4",-0.007564,FALSE,0.015464
"PERIOD_3",5,"region_4","region_5",-0.005759,FALSE,0.015464
"PERIOD_3",5,"region_4","region_6",0.045744,TRUE,0.015464
"PERIOD_3",5,"region_5","region_1",-0.064953,TRUE,0.015464
"PERIOD_3",5,"region_5","region_2",0.061387,TRUE,0.015464
"PERIOD_3",5,"region_5","region_3",-0.050068,TRUE,0.015464
"PERIOD_3",5,"region_5","region_4",-0.019177,TRUE,0.015464
"PERIOD_3",5,"region_5","region_5",0.031551,TRUE,0.015464
"PERIOD_3",5,"region_5","region_6",0.034345,TRUE,0.015464
"PERIOD_3",5,"region_6","region_1",-0.240621,TRUE,0.015464
"PERIOD_3",5,"region_6","region_2",0.211692,TRUE,0.015464
"PERIOD_3",5,"region_6","region_3",-0.161908,TRUE,0.015464
"PERIOD_3",5,"region_6","region_4",-0.028735,TRUE,0.015464
"PERIOD_3",5,"region_6","region_5",-0.074998,TRUE,0.015464
"PERIOD_3",5,"region_6","region_6",0.125299,TRUE,0.015464
"PERIOD_3",6,"region_1","region_1",-0.028178,TRUE,0.015464
"PERIOD_3",6,"region_1","region_2",0.032936,TRUE,0.015464
"PERIOD_3",6,"region_1","region_3",0.017155,TRUE,0.015464
"PERIOD_3",6,"region_1","region_4",0.073783,TRUE,0.015464
"PERIOD_3",6,"region_1","region_5",0.000218,FALSE,0.015464
"PERIOD_3",6,"region_1","region_6",-0.01904,TRUE,0.015464
"PERIOD_3",6,"region_2","region_1",0.010332,FALSE,0.015464
"PERIOD_3",6,"region_2","region_2",0.149209,TRUE,0.015464
"PERIOD_3",6,"region_2","region_3",-0.070027,TRUE,0.015464
"PERIOD_3",6,"region_2","region_4",-0.069911,TRUE,0.015464
"PERIOD_3",6,"region_2","region_5",-0.062751,TRUE,0.015464
"PERIOD_3",6,"region_2","region_6",0.023333,TRUE,0.015464
"PERIOD_3",6,"region_3","region_1",-0.04815,TRUE,0.015464
"PERIOD_3",6,"region_3","region_2",0.170436,TRUE,0.015464
"PERIOD_3",6,"region_3","region_3",-0.099511,TRUE,0.015464
"PERIOD_3",6,"region_3","region_4",-0.053923,TRUE,0.015464
"PERIOD_3",6,"region_3","region_5",-0.0723,TRUE,0.015464
"PERIOD_3",6,"region_3","region_6",0.067829,TRUE,0.015464
"PERIOD_3",6,"region_4","region_1",0.039947,TRUE,0.015464
"PERIOD_3",6,"region_4","region_2",0.040065,TRUE,0.015464
"PERIOD_3",6,"region_4","region_3",-0.005021,FALSE,0.015464
"PERIOD_3",6,"region_4","region_4",-0.094157,TRUE,0.015464
"PERIOD_3",6,"region_4","region_5",-0.027844,TRUE,0.015464
"PERIOD_3",6,"region_4","region_6",0.077068,TRUE,0.015464
"PERIOD_3",6,"region_5","region_1",0.013295,FALSE,0.015464
"PERIOD_3",6,"region_5","region_2",0.054268,TRUE,0.015464
"PERIOD_3",6,"region_5","region_3",-0.017816,TRUE,0.015464
"PERIOD_3",6,"region_5","region_4",-0.053943,TRUE,0.015464
"PERIOD_3",6,"region_5","region_5",0.023536,TRUE,0.015464
"PERIOD_3",6,"region_5","region_6",0.00171,FALSE,0.015464
"PERIOD_3",6,"region_6","region_1",-0.035194,TRUE,0.015464
"PERIOD_3",6,"region_6","region_2",0.151302,TRUE,0.015464
"PERIOD_3",6,"region_6","region_3",-0.093069,TRUE,0.015464
"PERIOD_3",6,"region_6","region_4",-0.073362,TRUE,0.015464
"PERIOD_3",6,"region_6","region_5",-0.064732,TRUE,0.015464
"PERIOD_3",6,"region_6","region_6",0.071099,TRUE,0.015464
"PERIOD_3",7,"region_1","region_1",-0.052216,TRUE,0.015464
"PERIOD_3",7,"region_1","region_2",0.00886,FALSE,0.015464
"PERIOD_3",7,"region_1","region_3",0.077461,TRUE,0.015464
"PERIOD_3",7,"region_1","region_4",0.043885,TRUE,0.015464
"PERIOD_3",7,"region_1","region_5",0.017815,TRUE,0.015464
"PERIOD_3",7,"region_1","region_6",-0.061642,TRUE,0.015464
"PERIOD_3",7,"region_2","region_1",-0.117375,TRUE,0.015464
"PERIOD_3",7,"region_2","region_2",0.100136,TRUE,0.015464
"PERIOD_3",7,"region_2","region_3",-0.042958,TRUE,0.015464
"PERIOD_3",7,"region_2","region_4",-0.095411,TRUE,0.015464
"PERIOD_3",7,"region_2","region_5",-0.011357,FALSE,0.015464
"PERIOD_3",7,"region_2","region_6",0.03804,TRUE,0.015464
"PERIOD_3",7,"region_3","region_1",-0.180306,TRUE,0.015464
"PERIOD_3",7,"region_3","region_2",0.094145,TRUE,0.015464
"PERIOD_3",7,"region_3","region_3",-0.025717,TRUE,0.015464
"PERIOD_3",7,"region_3","region_4",-0.06743,TRUE,0.015464
"PERIOD_3",7,"region_3","region_5",0.000796,FALSE,0.015464
"PERIOD_3",7,"region_3","region_6",0.098483,TRUE,0.015464
"PERIOD_3",7,"region_4","region_1",-0.148763,TRUE,0.015464
"PERIOD_3",7,"region_4","region_2",0.113647,TRUE,0.015464
"PERIOD_3",7,"region_4","region_3",-0.075613,TRUE,0.015464
"PERIOD_3",7,"region_4","region_4",-0.046078,TRUE,0.015464
"PERIOD_3",7,"region_4","region_5",-0.008225,FALSE,0.015464
"PERIOD_3",7,"region_4","region_6",0.048849,TRUE,0.015464
"PERIOD_3",7,"region_5","region_1",-0.107591,TRUE,0.015464
"PERIOD_3",7,"region_5","region_2",0.054776,TRUE,0.015464
"PERIOD_3",7,"region_5","region_3",-0.002172,FALSE,0.015464
"PERIOD_3",7,"region_5","region_4",-0.041275,TRUE,0.015464
"PERIOD_3",7,"region_5","region_5",0.031667,TRUE,0.015464
"PERIOD_3",7,"region_5","region_6",0.002117,FALSE,0.015464
"PERIOD_3",7,"region_6","region_1",-0.172763,TRUE,0.015464
"PERIOD_3",7,"region_6","region_2",0.097768,TRUE,0.015464
"PERIOD_3",7,"region_6","region_3",-0.043115,TRUE,0.015464
"PERIOD_3",7,"region_6","region_4",-0.084961,TRUE,0.015464
"PERIOD_3",7,"region_6","region_5",-0.003128,FALSE,0.015464
"PERIOD_3",7,"region_6","region_6",0.086364,TRUE,0.015464
"PERIOD_3",8,"region_1","region_1",0.069671,TRUE,0.015464
"PERIOD_3",8,"region_1","region_2",-0.060773,TRUE,0.015464
"PERIOD_3",8,"region_1","region_3",0.054107,TRUE,0.015464
"PERIOD_3",8,"region_1","region_4",0.080864,TRUE,0.015464
"PERIOD_3",8,"region_1","region_5",0.000863,FALSE,0.015464
"PERIOD_3",8,"region_1","region_6",-0.020149,TRUE,0.015464
"PERIOD_3",8,"region_2","region_1",-0.037553,TRUE,0.015464
"PERIOD_3",8,"region_2","region_2",0.014321,FALSE,0.015464
"PERIOD_3",8,"region_2","region_3",-0.010763,FALSE,0.015464
"PERIOD_3",8,"region_2","region_4",-0.046005,TRUE,0.015464
"PERIOD_3",8,"region_2","region_5",0.016592,TRUE,0.015464
"PERIOD_3",8,"region_2","region_6",0.015281,FALSE,0.015464
"PERIOD_3",8,"region_3","region_1",-0.069483,TRUE,0.015464
"PERIOD_3",8,"region_3","region_2",-0.009854,FALSE,0.015464
"PERIOD_3",8,"region_3","region_3",-7.9e-05,FALSE,0.015464
"PERIOD_3",8,"region_3","region_4",0.029051,TRUE,0.015464
"PERIOD_3",8,"region_3","region_5",0.025637,TRUE,0.015464
"PERIOD_3",8,"region_3","region_6",0.042956,TRUE,0.015464
"PERIOD_3",8,"region_4","region_1",-0.086328,TRUE,0.015464
"PERIOD_3",8,"region_4","region_2",0.069821,TRUE,0.015464
"PERIOD_3",8,"region_4","region_3",-0.022732,TRUE,0.015464
"PERIOD_3",8,"region_4","region_4",0.046152,TRUE,0.015464
"PERIOD_3",8,"region_4","region_5",-0.003554,FALSE,0.015464
"PERIOD_3",8,"region_4","region_6",0.023732,TRUE,0.015464
"PERIOD_3",8,"region_5","region_1",-0.02297,TRUE,0.015464
"PERIOD_3",8,"region_5","region_2",0.009558,FALSE,0.015464
"PERIOD_3",8,"region_5","region_3",0.013911,FALSE,0.015464
"PERIOD_3",8,"region_5","region_4",0.007562,FALSE,0.015464
"PERIOD_3",8,"region_5","region_5",0.042708,TRUE,0.015464
"PERIOD_3",8,"region_5","region_6",-0.017823,TRUE,0.015464
"PERIOD_3",8,"region_6","region_1",-0.063369,TRUE,0.015464
"PERIOD_3",8,"region_6","region_2",-0.015316,FALSE,0.015464
"PERIOD_3",8,"region_6","region_3",0.002913,FALSE,0.015464
"PERIOD_3",8,"region_6","region_4",0.008517,FALSE,0.015464
"PERIOD_3",8,"region_6","region_5",0.030225,TRUE,0.015464
"PERIOD_3",8,"region_6","region_6",0.026454,TRUE,0.015464
"PERIOD_3",9,"region_1","region_1",0.119882,TRUE,0.015464
"PERIOD_3",9,"region_1","region_2",-0.048949,TRUE,0.015464
"PERIOD_3",9,"region_1","region_3",0.083129,TRUE,0.015464
"PERIOD_3",9,"region_1","region_4",0.026699,TRUE,0.015464
"PERIOD_3",9,"region_1","region_5",0.018298,TRUE,0.015464
"PERIOD_3",9,"region_1","region_6",-0.104338,TRUE,0.015464
"PERIOD_3",9,"region_2","region_1",-0.069707,TRUE,0.015464
"PERIOD_3",9,"region_2","region_2",-0.010417,FALSE,0.015464
"PERIOD_3",9,"region_2","region_3",-0.019984,TRUE,0.015464
"PERIOD_3",9,"region_2","region_4",0.046962,TRUE,0.015464
"PERIOD_3",9,"region_2","region_5",0.030424,TRUE,0.015464
"PERIOD_3",9,"region_2","region_6",-0.027956,TRUE,0.015464
"PERIOD_3",9,"region_3","region_1",-0.07435,TRUE,0.015464
"PERIOD_3",9,"region_3","region_2",-0.041325,TRUE,0.015464
"PERIOD_3",9,"region_3","region_3",-0.005755,FALSE,0.015464
"PERIOD_3",9,"region_3","region_4",0.109676,TRUE,0.015464
"PERIOD_3",9,"region_3","region_5",0.029419,TRUE,0.015464
"PERIOD_3",9,"region_3","region_6",-0.003227,FALSE,0.015464
"PERIOD_3",9,"region_4","region_1",-0.071837,TRUE,0.015464
"PERIOD_3",9,"region_4","region_2",0.010266,FALSE,0.015464
"PERIOD_3",9,"region_4","region_3",-0.032233,TRUE,0.015464
"PERIOD_3",9,"region_4","region_4",0.095439,TRUE,0.015464
"PERIOD_3",9,"region_4","region_5",0.018915,TRUE,0.015464
"PERIOD_3",9,"region_4","region_6",0.031163,TRUE,0.015464
"PERIOD_3",9,"region_5","region_1",0.003153,FALSE,0.015464
"PERIOD_3",9,"region_5","region_2",-0.016572,TRUE,0.015464
"PERIOD_3",9,"region_5","region_3",0.011545,FALSE,0.015464
"PERIOD_3",9,"region_5","region_4",0.051363,TRUE,0.015464
"PERIOD_3",9,"region_5","region_5",0.060184,TRUE,0.015464
"PERIOD_3",9,"region_5","region_6",-0.049231,TRUE,0.015464
"PERIOD_3",9,"region_6","region_1",-0.082641,TRUE,0.015464
"PERIOD_3",9,"region_6","region_2",-0.051457,TRUE,0.015464
"PERIOD_3",9,"region_6","region_3",-0.01566,TRUE,0.015464
"PERIOD_3",9,"region_6","region_4",0.10288,TRUE,0.015464
"PERIOD_3",9,"region_6","region_5",0.03385,TRUE,0.015464
"PERIOD_3",9,"region_6","region_6",-0.004113,FALSE,0.015464
"PERIOD_3",10,"region_1","region_1",0.116943,TRUE,0.015464
"PERIOD_3",10,"region_1","region_2",-0.044986,TRUE,0.015464
"PERIOD_3",10,"region_1","region_3",-0.072647,TRUE,0.015464
"PERIOD_3",10,"region_1","region_4",-0.027447,TRUE,0.015464
"PERIOD_3",10,"region_1","region_5",-0.03052,TRUE,0.015464
"PERIOD_3",10,"region_1","region_6",0.057789,TRUE,0.015464
"PERIOD_3",10,"region_2","region_1",-0.047907,TRUE,0.015464
"PERIOD_3",10,"region_2","region_2",0.008538,FALSE,0.015464
"PERIOD_3",10,"region_2","region_3",-0.012999,FALSE,0.015464
"PERIOD_3",10,"region_2","region_4",0.115318,TRUE,0.015464
"PERIOD_3",10,"region_2","region_5",0.035784,TRUE,0.015464
"PERIOD_3",10,"region_2","region_6",-0.072915,TRUE,0.015464
"PERIOD_3",10,"region_3","region_1",-0.046804,TRUE,0.015464
"PERIOD_3",10,"region_3","region_2",-0.030191,TRUE,0.015464
"PERIOD_3",10,"region_3","region_3",-0.013943,FALSE,0.015464
"PERIOD_3",10,"region_3","region_4",0.139505,TRUE,0.015464
"PERIOD_3",10,"region_3","region_5",0.024733,TRUE,0.015464
"PERIOD_3",10,"region_3","region_6",-0.035537,TRUE,0.015464
"PERIOD_3",10,"region_4","region_1",0.003831,FALSE,0.015464
"PERIOD_3",10,"region_4","region_2",-0.031589,TRUE,0.015464
"PERIOD_3",10,"region_4","region_3",0.02527,TRUE,0.015464
"PERIOD_3",10,"region_4","region_4",0.138147,TRUE,0.015464
"PERIOD_3",10,"region_4","region_5",0.030597,TRUE,0.015464
"PERIOD_3",10,"region_4","region_6",-0.04479,TRUE,0.015464
"PERIOD_3",10,"region_5","region_1",0.018758,TRUE,0.015464
"PERIOD_3",10,"region_5","region_2",-0.00782,FALSE,0.015464
"PERIOD_3",10,"region_5","region_3",-0.019887,TRUE,0.015464
"PERIOD_3",10,"region_5","region_4",0.049768,TRUE,0.015464
"PERIOD_3",10,"region_5","region_5",0.030176,TRUE,0.015464
"PERIOD_3",10,"region_5","region_6",-0.039955,TRUE,0.015464
"PERIOD_3",10,"region_6","region_1",-0.057249,TRUE,0.015464
"PERIOD_3",10,"region_6","region_2",-0.038275,TRUE,0.015464
"PERIOD_3",10,"region_6","region_3",-0.009443,FALSE,0.015464
"PERIOD_3",10,"region_6","region_4",0.154095,TRUE,0.015464
"PERIOD_3",10,"region_6","region_5",0.031536,TRUE,0.015464
"PERIOD_3",10,"region_6","region_6",-0.045928,TRUE,0.015464
"PERIOD_3",11,"region_1","region_1",0.005876,FALSE,0.015464
"PERIOD_3",11,"region_1","region_2",-0.061634,TRUE,0.015464
"PERIOD_3",11,"region_1","region_3",0.023721,TRUE,0.015464
"PERIOD_3",11,"region_1","region_4",-0.138425,TRUE,0.015464
"PERIOD_3",11,"region_1","region_5",-0.011276,FALSE,0.015464
"PERIOD_3",11,"region_1","region_6",-0.005008,FALSE,0.015464
"PERIOD_3",11,"region_2","region_1",-0.126961,TRUE,0.015464
"PERIOD_3",11,"region_2","region_2",0.01321,FALSE,0.015464
"PERIOD_3",11,"region_2","region_3",0.058196,TRUE,0.015464
"PERIOD_3",11,"region_2","region_4",0.094836,TRUE,0.015464
"PERIOD_3",11,"region_2","region_5",0.039154,TRUE,0.015464
"PERIOD_3",11,"region_2","region_6",-0.033764,TRUE,0.015464
"PERIOD_3",11,"region_3","region_1",-0.155171,TRUE,0.015464
"PERIOD_3",11,"region_3","region_2",-0.011829,FALSE,0.015464
"PERIOD_3",11,"region_3","region_3",0.101494,TRUE,0.015464
"PERIOD_3",11,"region_3","region_4",0.050736,TRUE,0.015464
"PERIOD_3",11,"region_3","region_5",0.047768,TRUE,0.015464
"PERIOD_3",11,"region_3","region_6",0.00998,FALSE,0.015464
"PERIOD_3",11,"region_4","region_1",-0.060917,TRUE,0.015464
"PERIOD_3",11,"region_4","region_2",-0.027611,TRUE,0.015464
"PERIOD_3",11,"region_4","region_3",0.017605,TRUE,0.015464
"PERIOD_3",11,"region_4","region_4",0.096023,TRUE,0.015464
"PERIOD_3",11,"region_4","region_5",0.023627,TRUE,0.015464
"PERIOD_3",11,"region_4","region_6",0.010672,FALSE,0.015464
"PERIOD_3",11,"region_5","region_1",-0.056916,TRUE,0.015464
"PERIOD_3",11,"region_5","region_2",-0.061661,TRUE,0.015464
"PERIOD_3",11,"region_5","region_3",0.027224,TRUE,0.015464
"PERIOD_3",11,"region_5","region_4",-0.013543,FALSE,0.015464
"PERIOD_3",11,"region_5","region_5",0.062203,TRUE,0.015464
"PERIOD_3",11,"region_5","region_6",0.036402,TRUE,0.015464
"PERIOD_3",11,"region_6","region_1",-0.155042,TRUE,0.015464
"PERIOD_3",11,"region_6","region_2",-0.027483,TRUE,0.015464
