Periode,Lag,Effect,Cause,PLCMF_Value,PVal_Raw,PVal_BH_Adj,Sig_Raw,Sig_BH
PERIOD_1,12,region_2,region_6,-0.102546,0,0,TRUE,TRUE
PERIOD_1,12,region_3,region_1,-0.037934,2e-06,3e-06,TRUE,TRUE
PERIOD_1,12,region_3,region_2,-0.101357,0,0,TRUE,TRUE
PERIOD_1,12,region_3,region_4,0.036071,5e-06,9e-06,TRUE,TRUE
PERIOD_1,12,region_3,region_5,-0.018712,0.017708,0.024079,TRUE,TRUE
PERIOD_1,12,region_3,region_6,0.036821,3e-06,6e-06,TRUE,TRUE
PERIOD_1,12,region_4,region_1,0.041451,0,0,TRUE,TRUE
PERIOD_1,12,region_4,region_2,-0.008103,0.304409,0.337451,FALSE,FALSE
PERIOD_1,12,region_4,region_3,0.034963,9e-06,1.7e-05,TRUE,TRUE
PERIOD_1,12,region_4,region_5,0.064999,0,0,TRUE,TRUE
PERIOD_1,12,region_4,region_6,-0.108265,0,0,TRUE,TRUE
PERIOD_1,12,region_5,region_1,0.020022,0.011158,0.01539,TRUE,TRUE
PERIOD_1,12,region_5,region_2,-0.022093,0.005108,0.007318,TRUE,TRUE
PERIOD_1,12,region_5,region_3,-0.003674,0.641417,0.680093,FALSE,FALSE
PERIOD_1,12,region_5,region_4,0.069357,0,0,TRUE,TRUE
PERIOD_1,12,region_5,region_6,-0.08862,0,0,TRUE,TRUE
PERIOD_1,12,region_6,region_1,-0.076584,0,0,TRUE,TRUE
PERIOD_1,12,region_6,region_2,-0.10878,0,0,TRUE,TRUE
PERIOD_1,12,region_6,region_3,0.026831,0.000672,0.001042,TRUE,TRUE
PERIOD_1,12,region_6,region_4,0.088447,0,0,TRUE,TRUE
PERIOD_1,12,region_6,region_5,-0.005228,0.507594,0.549989,FALSE,FALSE
PERIOD_1,13,region_1,region_2,-0.022557,0.004251,0.006202,TRUE,TRUE
PERIOD_1,13,region_1,region_3,0.001898,0.809909,0.832455,FALSE,FALSE
PERIOD_1,13,region_1,region_4,0.065463,0,0,TRUE,TRUE
PERIOD_1,13,region_1,region_5,0.011473,0.145908,0.16999,FALSE,FALSE
PERIOD_1,13,region_1,region_6,-0.053408,0,0,TRUE,TRUE
PERIOD_1,13,region_2,region_1,-0.039861,0,1e-06,TRUE,TRUE
PERIOD_1,13,region_2,region_3,0.008842,0.26241,0.294291,FALSE,FALSE
PERIOD_1,13,region_2,region_4,0.115407,0,0,TRUE,TRUE
PERIOD_1,13,region_2,region_5,0.015246,0.053315,0.067169,FALSE,FALSE
PERIOD_1,13,region_2,region_6,-0.065453,0,0,TRUE,TRUE
PERIOD_1,13,region_3,region_1,0.000636,0.935764,0.945614,FALSE,FALSE
PERIOD_1,13,region_3,region_2,-0.066267,0,0,TRUE,TRUE
PERIOD_1,13,region_3,region_4,0.095814,0,0,TRUE,TRUE
PERIOD_1,13,region_3,region_5,0.026514,0.000778,0.001201,TRUE,TRUE
PERIOD_1,13,region_3,region_6,-0.038153,1e-06,3e-06,TRUE,TRUE
PERIOD_1,13,region_4,region_1,0.032311,4.2e-05,7.2e-05,TRUE,TRUE
PERIOD_1,13,region_4,region_2,-0.00172,0.827454,0.848671,FALSE,FALSE
PERIOD_1,13,region_4,region_3,0.028035,0.00038,0.000605,TRUE,TRUE
PERIOD_1,13,region_4,region_5,0.051079,0,0,TRUE,TRUE
PERIOD_1,13,region_4,region_6,-0.053732,0,0,TRUE,TRUE
PERIOD_1,13,region_5,region_1,0.013513,0.086761,0.105968,FALSE,FALSE
PERIOD_1,13,region_5,region_2,0.002321,0.768668,0.800348,FALSE,FALSE
PERIOD_1,13,region_5,region_3,0.02122,0.007156,0.01014,TRUE,TRUE
PERIOD_1,13,region_5,region_4,0.089044,0,0,TRUE,TRUE
PERIOD_1,13,region_5,region_6,-0.088029,0,0,TRUE,TRUE
PERIOD_1,13,region_6,region_1,-0.035466,7e-06,1.3e-05,TRUE,TRUE
PERIOD_1,13,region_6,region_2,-0.077442,0,0,TRUE,TRUE
PERIOD_1,13,region_6,region_3,0.036295,4e-06,8e-06,TRUE,TRUE
PERIOD_1,13,region_6,region_4,0.111382,0,0,TRUE,TRUE
PERIOD_1,13,region_6,region_5,0.017473,0.026787,0.034908,TRUE,TRUE
PERIOD_1,14,region_1,region_2,0.024164,0.002194,0.003322,TRUE,TRUE
PERIOD_1,14,region_1,region_3,-0.002122,0.787926,0.815096,FALSE,FALSE
PERIOD_1,14,region_1,region_4,0.085087,0,0,TRUE,TRUE
PERIOD_1,14,region_1,region_5,0.018599,0.018409,0.024962,TRUE,TRUE
PERIOD_1,14,region_1,region_6,-0.113738,0,0,TRUE,TRUE
PERIOD_1,14,region_2,region_1,-0.037704,2e-06,3e-06,TRUE,TRUE
PERIOD_1,14,region_2,region_3,-0.023906,0.002446,0.003692,TRUE,TRUE
PERIOD_1,14,region_2,region_4,0.128545,0,0,TRUE,TRUE
PERIOD_1,14,region_2,region_5,0.018208,0.021012,0.028173,TRUE,TRUE
PERIOD_1,14,region_2,region_6,-0.108044,0,0,TRUE,TRUE
PERIOD_1,14,region_3,region_1,-0.002185,0.781836,0.810543,FALSE,FALSE
PERIOD_1,14,region_3,region_2,0.00367,0.641838,0.680093,FALSE,FALSE
PERIOD_1,14,region_3,region_4,0.14641,0,0,TRUE,TRUE
PERIOD_1,14,region_3,region_5,0.046923,0,0,TRUE,TRUE
PERIOD_1,14,region_3,region_6,-0.103191,0,0,TRUE,TRUE
PERIOD_1,14,region_4,region_1,0.043948,0,0,TRUE,TRUE
PERIOD_1,14,region_4,region_2,0.050034,0,0,TRUE,TRUE
PERIOD_1,14,region_4,region_3,0.004345,0.581842,0.622014,FALSE,FALSE
PERIOD_1,14,region_4,region_5,0.061367,0,0,TRUE,TRUE
PERIOD_1,14,region_4,region_6,-0.100887,0,0,TRUE,TRUE
PERIOD_1,14,region_5,region_1,0.007068,0.370364,0.40774,FALSE,FALSE
PERIOD_1,14,region_5,region_2,0.028338,0.000329,0.000526,TRUE,TRUE
PERIOD_1,14,region_5,region_3,0.03833,1e-06,2e-06,TRUE,TRUE
PERIOD_1,14,region_5,region_4,0.126897,0,0,TRUE,TRUE
PERIOD_1,14,region_5,region_6,-0.115513,0,0,TRUE,TRUE
PERIOD_1,14,region_6,region_1,-0.049015,0,0,TRUE,TRUE
PERIOD_1,14,region_6,region_2,0.012755,0.105963,0.127794,FALSE,FALSE
PERIOD_1,14,region_6,region_3,0.007077,0.369709,0.40774,FALSE,FALSE
PERIOD_1,14,region_6,region_4,0.164547,0,0,TRUE,TRUE
PERIOD_1,14,region_6,region_5,0.046926,0,0,TRUE,TRUE
PERIOD_1,15,region_1,region_2,-0.009049,0.251432,0.28264,FALSE,FALSE
PERIOD_1,15,region_1,region_3,0.051,0,0,TRUE,TRUE
PERIOD_1,15,region_1,region_4,0.032897,3.1e-05,5.2e-05,TRUE,TRUE
PERIOD_1,15,region_1,region_5,-0.02059,0.009064,0.012684,TRUE,TRUE
PERIOD_1,15,region_1,region_6,0.064402,0,0,TRUE,TRUE
PERIOD_1,15,region_2,region_1,-0.137645,0,0,TRUE,TRUE
PERIOD_1,15,region_2,region_3,0.020488,0.009413,0.013063,TRUE,TRUE
PERIOD_1,15,region_2,region_4,0.060776,0,0,TRUE,TRUE
PERIOD_1,15,region_2,region_5,-0.023323,0.003115,0.00463,TRUE,TRUE
PERIOD_1,15,region_2,region_6,0.099276,0,0,TRUE,TRUE
PERIOD_1,15,region_3,region_1,-0.130455,0,0,TRUE,TRUE
PERIOD_1,15,region_3,region_2,-0.037834,2e-06,3e-06,TRUE,TRUE
PERIOD_1,15,region_3,region_4,0.122381,0,0,TRUE,TRUE
PERIOD_1,15,region_3,region_5,0.009578,0.224762,0.256871,FALSE,FALSE
PERIOD_1,15,region_3,region_6,0.187432,0,0,TRUE,TRUE
PERIOD_1,15,region_4,region_1,-0.0791,0,0,TRUE,TRUE
PERIOD_1,15,region_4,region_2,0.001433,0.855896,0.874107,FALSE,FALSE
PERIOD_1,15,region_4,region_3,0.036859,3e-06,6e-06,TRUE,TRUE
PERIOD_1,15,region_4,region_5,0.002269,0.773678,0.803821,FALSE,FALSE
PERIOD_1,15,region_4,region_6,0.139613,0,0,TRUE,TRUE
PERIOD_1,15,region_5,region_1,-0.078494,0,0,TRUE,TRUE
PERIOD_1,15,region_5,region_2,-0.021567,0.006267,0.008926,TRUE,TRUE
PERIOD_1,15,region_5,region_3,0.043835,0,0,TRUE,TRUE
PERIOD_1,15,region_5,region_4,0.062271,0,0,TRUE,TRUE
PERIOD_1,15,region_5,region_6,0.06939,0,0,TRUE,TRUE
PERIOD_1,15,region_6,region_1,-0.169103,0,0,TRUE,TRUE
PERIOD_1,15,region_6,region_2,-0.054687,0,0,TRUE,TRUE
PERIOD_1,15,region_6,region_3,0.061613,0,0,TRUE,TRUE
PERIOD_1,15,region_6,region_4,0.091181,0,0,TRUE,TRUE
PERIOD_1,15,region_6,region_5,0.002074,0.792618,0.818186,FALSE,FALSE
PERIOD_1,16,region_1,region_2,0.009562,0.225526,0.257132,FALSE,FALSE
PERIOD_1,16,region_1,region_3,-0.018274,0.020551,0.027632,TRUE,TRUE
PERIOD_1,16,region_1,region_4,0.024192,0.002168,0.003293,TRUE,TRUE
PERIOD_1,16,region_1,region_5,-0.009142,0.246597,0.279166,FALSE,FALSE
PERIOD_1,16,region_1,region_6,-0.012161,0.12324,0.146062,FALSE,FALSE
PERIOD_1,16,region_2,region_1,-0.182982,0,0,TRUE,TRUE
PERIOD_1,16,region_2,region_3,0.022386,0.00455,0.006618,TRUE,TRUE
PERIOD_1,16,region_2,region_4,-0.004389,0.578002,0.619288,FALSE,FALSE
PERIOD_1,16,region_2,region_5,-0.046617,0,0,TRUE,TRUE
PERIOD_1,16,region_2,region_6,0.14454,0,0,TRUE,TRUE
PERIOD_1,16,region_3,region_1,-0.18047,0,0,TRUE,TRUE
PERIOD_1,16,region_3,region_2,-0.150617,0,0,TRUE,TRUE
PERIOD_1,16,region_3,region_4,-0.000589,0.940541,0.947551,FALSE,FALSE
PERIOD_1,16,region_3,region_5,-0.039019,1e-06,1e-06,TRUE,TRUE
PERIOD_1,16,region_3,region_6,0.310823,0,0,TRUE,TRUE
PERIOD_1,16,region_4,region_1,-0.062983,0,0,TRUE,TRUE
PERIOD_1,16,region_4,region_2,0.01164,0.140121,0.163645,FALSE,FALSE
PERIOD_1,16,region_4,region_3,-0.04907,0,0,TRUE,TRUE
PERIOD_1,16,region_4,region_5,-0.028558,0.000295,0.000475,TRUE,TRUE
PERIOD_1,16,region_4,region_6,0.018125,0.021607,0.028809,TRUE,TRUE
PERIOD_1,16,region_5,region_1,-0.052944,0,0,TRUE,TRUE
PERIOD_1,16,region_5,region_2,-0.018485,0.019139,0.025878,TRUE,TRUE
PERIOD_1,16,region_5,region_3,0.015024,0.056878,0.07147,FALSE,FALSE
PERIOD_1,16,region_5,region_4,0.045802,0,0,TRUE,TRUE
PERIOD_1,16,region_5,region_6,0.012415,0.115588,0.138015,FALSE,FALSE
PERIOD_1,16,region_6,region_1,-0.223756,0,0,TRUE,TRUE
PERIOD_1,16,region_6,region_2,-0.193134,0,0,TRUE,TRUE
PERIOD_1,16,region_6,region_3,0.107518,0,0,TRUE,TRUE
PERIOD_1,16,region_6,region_4,-0.035432,7e-06,1.3e-05,TRUE,TRUE
PERIOD_1,16,region_6,region_5,-0.053262,0,0,TRUE,TRUE
