"Periode","Lag","Effect","Cause","PLCMF_Value","Sig_PLCMF","Bound"
"PERIOD_1",2,"region_1","region_1",0.096862,TRUE,0.015464
"PERIOD_1",2,"region_1","region_2",-0.090561,TRUE,0.015464
"PERIOD_1",2,"region_1","region_3",0.103768,TRUE,0.015464
"PERIOD_1",2,"region_1","region_4",-0.136289,TRUE,0.015464
"PERIOD_1",2,"region_1","region_5",-0.012075,FALSE,0.015464
"PERIOD_1",2,"region_1","region_6",-0.113225,TRUE,0.015464
"PERIOD_1",2,"region_2","region_1",-0.017568,TRUE,0.015464
"PERIOD_1",2,"region_2","region_2",-0.029066,TRUE,0.015464
"PERIOD_1",2,"region_2","region_3",0.223227,TRUE,0.015464
"PERIOD_1",2,"region_2","region_4",-0.168794,TRUE,0.015464
"PERIOD_1",2,"region_2","region_5",0.040191,TRUE,0.015464
"PERIOD_1",2,"region_2","region_6",-0.220157,TRUE,0.015464
"PERIOD_1",2,"region_3","region_1",0.034403,TRUE,0.015464
"PERIOD_1",2,"region_3","region_2",0.153653,TRUE,0.015464
"PERIOD_1",2,"region_3","region_3",0.080798,TRUE,0.015464
"PERIOD_1",2,"region_3","region_4",-0.191696,TRUE,0.015464
"PERIOD_1",2,"region_3","region_5",0.022279,TRUE,0.015464
"PERIOD_1",2,"region_3","region_6",-0.272436,TRUE,0.015464
"PERIOD_1",2,"region_4","region_1",0.027538,TRUE,0.015464
"PERIOD_1",2,"region_4","region_2",-0.031201,TRUE,0.015464
"PERIOD_1",2,"region_4","region_3",0.01446,FALSE,0.015464
"PERIOD_1",2,"region_4","region_4",-0.265643,TRUE,0.015464
"PERIOD_1",2,"region_4","region_5",-0.033149,TRUE,0.015464
"PERIOD_1",2,"region_4","region_6",-0.217227,TRUE,0.015464
"PERIOD_1",2,"region_5","region_1",-0.015689,TRUE,0.015464
"PERIOD_1",2,"region_5","region_2",-0.076141,TRUE,0.015464
"PERIOD_1",2,"region_5","region_3",0.048632,TRUE,0.015464
"PERIOD_1",2,"region_5","region_4",-0.253829,TRUE,0.015464
"PERIOD_1",2,"region_5","region_5",0.124352,TRUE,0.015464
"PERIOD_1",2,"region_5","region_6",-0.161168,TRUE,0.015464
"PERIOD_1",2,"region_6","region_1",0.037483,TRUE,0.015464
"PERIOD_1",2,"region_6","region_2",0.094122,TRUE,0.015464
"PERIOD_1",2,"region_6","region_3",0.09509,TRUE,0.015464
"PERIOD_1",2,"region_6","region_4",-0.138976,TRUE,0.015464
"PERIOD_1",2,"region_6","region_5",0.072542,TRUE,0.015464
"PERIOD_1",2,"region_6","region_6",-0.215243,TRUE,0.015464
"PERIOD_1",3,"region_1","region_1",0.069173,TRUE,0.015464
"PERIOD_1",3,"region_1","region_2",-0.103891,TRUE,0.015464
"PERIOD_1",3,"region_1","region_3",0.109784,TRUE,0.015464
"PERIOD_1",3,"region_1","region_4",0.014043,FALSE,0.015464
"PERIOD_1",3,"region_1","region_5",-0.016839,TRUE,0.015464
"PERIOD_1",3,"region_1","region_6",-0.033208,TRUE,0.015464
"PERIOD_1",3,"region_2","region_1",0.056023,TRUE,0.015464
"PERIOD_1",3,"region_2","region_2",-0.074458,TRUE,0.015464
"PERIOD_1",3,"region_2","region_3",0.286834,TRUE,0.015464
"PERIOD_1",3,"region_2","region_4",0.08788,TRUE,0.015464
"PERIOD_1",3,"region_2","region_5",0.097706,TRUE,0.015464
"PERIOD_1",3,"region_2","region_6",-0.087474,TRUE,0.015464
"PERIOD_1",3,"region_3","region_1",0.132045,TRUE,0.015464
"PERIOD_1",3,"region_3","region_2",0.13094,TRUE,0.015464
"PERIOD_1",3,"region_3","region_3",0.135951,TRUE,0.015464
"PERIOD_1",3,"region_3","region_4",0.00674,FALSE,0.015464
"PERIOD_1",3,"region_3","region_5",0.105873,TRUE,0.015464
"PERIOD_1",3,"region_3","region_6",-0.101584,TRUE,0.015464
"PERIOD_1",3,"region_4","region_1",0.066703,TRUE,0.015464
"PERIOD_1",3,"region_4","region_2",-0.022262,TRUE,0.015464
"PERIOD_1",3,"region_4","region_3",0.242814,TRUE,0.015464
"PERIOD_1",3,"region_4","region_4",-0.094732,TRUE,0.015464
"PERIOD_1",3,"region_4","region_5",0.08166,TRUE,0.015464
"PERIOD_1",3,"region_4","region_6",-0.170105,TRUE,0.015464
"PERIOD_1",3,"region_5","region_1",0.001975,FALSE,0.015464
"PERIOD_1",3,"region_5","region_2",-0.048628,TRUE,0.015464
"PERIOD_1",3,"region_5","region_3",0.149844,TRUE,0.015464
"PERIOD_1",3,"region_5","region_4",-0.079661,TRUE,0.015464
"PERIOD_1",3,"region_5","region_5",0.12776,TRUE,0.015464
"PERIOD_1",3,"region_5","region_6",-0.069019,TRUE,0.015464
"PERIOD_1",3,"region_6","region_1",0.139691,TRUE,0.015464
"PERIOD_1",3,"region_6","region_2",0.104665,TRUE,0.015464
"PERIOD_1",3,"region_6","region_3",0.152664,TRUE,0.015464
"PERIOD_1",3,"region_6","region_4",0.092039,TRUE,0.015464
"PERIOD_1",3,"region_6","region_5",0.13052,TRUE,0.015464
"PERIOD_1",3,"region_6","region_6",-0.055303,TRUE,0.015464
"PERIOD_1",4,"region_1","region_1",0.06359,TRUE,0.015464
"PERIOD_1",4,"region_1","region_2",-0.068466,TRUE,0.015464
"PERIOD_1",4,"region_1","region_3",0.108168,TRUE,0.015464
"PERIOD_1",4,"region_1","region_4",0.029092,TRUE,0.015464
"PERIOD_1",4,"region_1","region_5",0.037064,TRUE,0.015464
"PERIOD_1",4,"region_1","region_6",-0.060423,TRUE,0.015464
"PERIOD_1",4,"region_2","region_1",0.048149,TRUE,0.015464
"PERIOD_1",4,"region_2","region_2",-0.021195,TRUE,0.015464
"PERIOD_1",4,"region_2","region_3",0.133958,TRUE,0.015464
"PERIOD_1",4,"region_2","region_4",0.077185,TRUE,0.015464
"PERIOD_1",4,"region_2","region_5",0.085251,TRUE,0.015464
"PERIOD_1",4,"region_2","region_6",-0.073827,TRUE,0.015464
"PERIOD_1",4,"region_3","region_1",0.043124,TRUE,0.015464
"PERIOD_1",4,"region_3","region_2",0.118413,TRUE,0.015464
"PERIOD_1",4,"region_3","region_3",0.03615,TRUE,0.015464
"PERIOD_1",4,"region_3","region_4",-0.037685,TRUE,0.015464
"PERIOD_1",4,"region_3","region_5",0.073189,TRUE,0.015464
"PERIOD_1",4,"region_3","region_6",-0.114996,TRUE,0.015464
"PERIOD_1",4,"region_4","region_1",0.072535,TRUE,0.015464
"PERIOD_1",4,"region_4","region_2",-0.003713,FALSE,0.015464
"PERIOD_1",4,"region_4","region_3",0.155284,TRUE,0.015464
"PERIOD_1",4,"region_4","region_4",0.060744,TRUE,0.015464
"PERIOD_1",4,"region_4","region_5",0.102132,TRUE,0.015464
"PERIOD_1",4,"region_4","region_6",-0.078609,TRUE,0.015464
"PERIOD_1",4,"region_5","region_1",0.028951,TRUE,0.015464
"PERIOD_1",4,"region_5","region_2",-0.033856,TRUE,0.015464
"PERIOD_1",4,"region_5","region_3",0.144897,TRUE,0.015464
"PERIOD_1",4,"region_5","region_4",0.012593,FALSE,0.015464
"PERIOD_1",4,"region_5","region_5",0.108183,TRUE,0.015464
"PERIOD_1",4,"region_5","region_6",-0.076018,TRUE,0.015464
"PERIOD_1",4,"region_6","region_1",0.052129,TRUE,0.015464
"PERIOD_1",4,"region_6","region_2",0.116474,TRUE,0.015464
"PERIOD_1",4,"region_6","region_3",0.045107,TRUE,0.015464
"PERIOD_1",4,"region_6","region_4",-0.013497,FALSE,0.015464
"PERIOD_1",4,"region_6","region_5",0.087253,TRUE,0.015464
"PERIOD_1",4,"region_6","region_6",-0.139722,TRUE,0.015464
"PERIOD_1",5,"region_1","region_1",0.047439,TRUE,0.015464
"PERIOD_1",5,"region_1","region_2",-0.026828,TRUE,0.015464
"PERIOD_1",5,"region_1","region_3",-0.001692,FALSE,0.015464
"PERIOD_1",5,"region_1","region_4",0.072651,TRUE,0.015464
"PERIOD_1",5,"region_1","region_5",-0.013947,FALSE,0.015464
"PERIOD_1",5,"region_1","region_6",-0.017494,TRUE,0.015464
"PERIOD_1",5,"region_2","region_1",0.016376,TRUE,0.015464
"PERIOD_1",5,"region_2","region_2",0.058079,TRUE,0.015464
"PERIOD_1",5,"region_2","region_3",-0.049028,TRUE,0.015464
"PERIOD_1",5,"region_2","region_4",0.095847,TRUE,0.015464
"PERIOD_1",5,"region_2","region_5",0.005095,FALSE,0.015464
"PERIOD_1",5,"region_2","region_6",-0.023027,TRUE,0.015464
"PERIOD_1",5,"region_3","region_1",0.022845,TRUE,0.015464
"PERIOD_1",5,"region_3","region_2",0.16085,TRUE,0.015464
"PERIOD_1",5,"region_3","region_3",-0.158539,TRUE,0.015464
"PERIOD_1",5,"region_3","region_4",0.061012,TRUE,0.015464
"PERIOD_1",5,"region_3","region_5",-0.028275,TRUE,0.015464
"PERIOD_1",5,"region_3","region_6",0.006384,FALSE,0.015464
"PERIOD_1",5,"region_4","region_1",0.019429,TRUE,0.015464
"PERIOD_1",5,"region_4","region_2",0.043221,TRUE,0.015464
"PERIOD_1",5,"region_4","region_3",-0.009414,FALSE,0.015464
"PERIOD_1",5,"region_4","region_4",0.144155,TRUE,0.015464
"PERIOD_1",5,"region_4","region_5",0.022658,TRUE,0.015464
"PERIOD_1",5,"region_4","region_6",0.004782,FALSE,0.015464
"PERIOD_1",5,"region_5","region_1",0.027053,TRUE,0.015464
"PERIOD_1",5,"region_5","region_2",-0.016679,TRUE,0.015464
"PERIOD_1",5,"region_5","region_3",0.020511,TRUE,0.015464
"PERIOD_1",5,"region_5","region_4",0.067426,TRUE,0.015464
"PERIOD_1",5,"region_5","region_5",0.051332,TRUE,0.015464
"PERIOD_1",5,"region_5","region_6",-0.022583,TRUE,0.015464
"PERIOD_1",5,"region_6","region_1",0.034318,TRUE,0.015464
"PERIOD_1",5,"region_6","region_2",0.165317,TRUE,0.015464
"PERIOD_1",5,"region_6","region_3",-0.177819,TRUE,0.015464
"PERIOD_1",5,"region_6","region_4",0.064115,TRUE,0.015464
"PERIOD_1",5,"region_6","region_5",-0.03421,TRUE,0.015464
"PERIOD_1",5,"region_6","region_6",0.011888,FALSE,0.015464
"PERIOD_1",6,"region_1","region_1",0.042669,TRUE,0.015464
"PERIOD_1",6,"region_1","region_2",0.000672,FALSE,0.015464
"PERIOD_1",6,"region_1","region_3",0.00564,FALSE,0.015464
"PERIOD_1",6,"region_1","region_4",0.027926,TRUE,0.015464
"PERIOD_1",6,"region_1","region_5",0.018146,TRUE,0.015464
"PERIOD_1",6,"region_1","region_6",-0.085919,TRUE,0.015464
"PERIOD_1",6,"region_2","region_1",-0.017763,TRUE,0.015464
"PERIOD_1",6,"region_2","region_2",0.073208,TRUE,0.015464
"PERIOD_1",6,"region_2","region_3",-0.086196,TRUE,0.015464
"PERIOD_1",6,"region_2","region_4",0.041962,TRUE,0.015464
"PERIOD_1",6,"region_2","region_5",-0.017468,TRUE,0.015464
"PERIOD_1",6,"region_2","region_6",-0.086097,TRUE,0.015464
"PERIOD_1",6,"region_3","region_1",-0.034282,TRUE,0.015464
"PERIOD_1",6,"region_3","region_2",0.115386,TRUE,0.015464
"PERIOD_1",6,"region_3","region_3",-0.107827,TRUE,0.015464
"PERIOD_1",6,"region_3","region_4",0.018342,TRUE,0.015464
"PERIOD_1",6,"region_3","region_5",-0.08206,TRUE,0.015464
"PERIOD_1",6,"region_3","region_6",-0.120142,TRUE,0.015464
"PERIOD_1",6,"region_4","region_1",0.003313,FALSE,0.015464
"PERIOD_1",6,"region_4","region_2",0.033873,TRUE,0.015464
"PERIOD_1",6,"region_4","region_3",-0.009886,FALSE,0.015464
"PERIOD_1",6,"region_4","region_4",0.08059,TRUE,0.015464
"PERIOD_1",6,"region_4","region_5",0.024917,TRUE,0.015464
"PERIOD_1",6,"region_4","region_6",-0.013897,FALSE,0.015464
"PERIOD_1",6,"region_5","region_1",-0.002619,FALSE,0.015464
"PERIOD_1",6,"region_5","region_2",-0.016521,TRUE,0.015464
"PERIOD_1",6,"region_5","region_3",-0.013569,FALSE,0.015464
"PERIOD_1",6,"region_5","region_4",0.020675,TRUE,0.015464
"PERIOD_1",6,"region_5","region_5",0.071255,TRUE,0.015464
"PERIOD_1",6,"region_5","region_6",-0.030336,TRUE,0.015464
"PERIOD_1",6,"region_6","region_1",-0.052898,TRUE,0.015464
"PERIOD_1",6,"region_6","region_2",0.13225,TRUE,0.015464
"PERIOD_1",6,"region_6","region_3",-0.139756,TRUE,0.015464
"PERIOD_1",6,"region_6","region_4",0.014561,FALSE,0.015464
"PERIOD_1",6,"region_6","region_5",-0.096597,TRUE,0.015464
"PERIOD_1",6,"region_6","region_6",-0.11282,TRUE,0.015464
"PERIOD_1",7,"region_1","region_1",-0.000922,FALSE,0.015464
"PERIOD_1",7,"region_1","region_2",0.008149,FALSE,0.015464
"PERIOD_1",7,"region_1","region_3",-0.052778,TRUE,0.015464
"PERIOD_1",7,"region_1","region_4",0.029612,TRUE,0.015464
"PERIOD_1",7,"region_1","region_5",-0.027806,TRUE,0.015464
"PERIOD_1",7,"region_1","region_6",0.005698,FALSE,0.015464
"PERIOD_1",7,"region_2","region_1",-0.002842,FALSE,0.015464
"PERIOD_1",7,"region_2","region_2",0.064387,TRUE,0.015464
"PERIOD_1",7,"region_2","region_3",-0.054942,TRUE,0.015464
"PERIOD_1",7,"region_2","region_4",-0.041329,TRUE,0.015464
"PERIOD_1",7,"region_2","region_5",-0.009621,FALSE,0.015464
"PERIOD_1",7,"region_2","region_6",-0.058763,TRUE,0.015464
"PERIOD_1",7,"region_3","region_1",0.015679,TRUE,0.015464
"PERIOD_1",7,"region_3","region_2",0.060637,TRUE,0.015464
"PERIOD_1",7,"region_3","region_3",0.058722,TRUE,0.015464
"PERIOD_1",7,"region_3","region_4",-0.115455,TRUE,0.015464
"PERIOD_1",7,"region_3","region_5",0.012298,FALSE,0.015464
"PERIOD_1",7,"region_3","region_6",-0.086165,TRUE,0.015464
"PERIOD_1",7,"region_4","region_1",-0.046512,TRUE,0.015464
"PERIOD_1",7,"region_4","region_2",0.042925,TRUE,0.015464
"PERIOD_1",7,"region_4","region_3",-0.076049,TRUE,0.015464
"PERIOD_1",7,"region_4","region_4",0.063523,TRUE,0.015464
"PERIOD_1",7,"region_4","region_5",-0.033642,TRUE,0.015464
"PERIOD_1",7,"region_4","region_6",0.090887,TRUE,0.015464
"PERIOD_1",7,"region_5","region_1",-0.024763,TRUE,0.015464
"PERIOD_1",7,"region_5","region_2",-0.000855,FALSE,0.015464
"PERIOD_1",7,"region_5","region_3",-0.055521,TRUE,0.015464
"PERIOD_1",7,"region_5","region_4",0.009583,FALSE,0.015464
"PERIOD_1",7,"region_5","region_5",0.02907,TRUE,0.015464
"PERIOD_1",7,"region_5","region_6",0.019897,TRUE,0.015464
"PERIOD_1",7,"region_6","region_1",-0.002866,FALSE,0.015464
"PERIOD_1",7,"region_6","region_2",0.06129,TRUE,0.015464
"PERIOD_1",7,"region_6","region_3",0.035078,TRUE,0.015464
"PERIOD_1",7,"region_6","region_4",-0.137137,TRUE,0.015464
"PERIOD_1",7,"region_6","region_5",0.010953,FALSE,0.015464
"PERIOD_1",7,"region_6","region_6",-0.072592,TRUE,0.015464
"PERIOD_1",8,"region_1","region_1",0.00498,FALSE,0.015464
"PERIOD_1",8,"region_1","region_2",-0.012953,FALSE,0.015464
"PERIOD_1",8,"region_1","region_3",-0.007675,FALSE,0.015464
"PERIOD_1",8,"region_1","region_4",0.009127,FALSE,0.015464
"PERIOD_1",8,"region_1","region_5",-0.020227,TRUE,0.015464
"PERIOD_1",8,"region_1","region_6",-0.000561,FALSE,0.015464
"PERIOD_1",8,"region_2","region_1",0.009096,FALSE,0.015464
"PERIOD_1",8,"region_2","region_2",0.025015,TRUE,0.015464
"PERIOD_1",8,"region_2","region_3",-0.005186,FALSE,0.015464
"PERIOD_1",8,"region_2","region_4",-0.045701,TRUE,0.015464
"PERIOD_1",8,"region_2","region_5",-0.009667,FALSE,0.015464
"PERIOD_1",8,"region_2","region_6",-0.038112,TRUE,0.015464
"PERIOD_1",8,"region_3","region_1",-0.034374,TRUE,0.015464
"PERIOD_1",8,"region_3","region_2",0.031885,TRUE,0.015464
"PERIOD_1",8,"region_3","region_3",0.025831,TRUE,0.015464
"PERIOD_1",8,"region_3","region_4",0.043495,TRUE,0.015464
"PERIOD_1",8,"region_3","region_5",-0.006639,FALSE,0.015464
"PERIOD_1",8,"region_3","region_6",0.05882,TRUE,0.015464
"PERIOD_1",8,"region_4","region_1",-0.055397,TRUE,0.015464
"PERIOD_1",8,"region_4","region_2",-0.040822,TRUE,0.015464
"PERIOD_1",8,"region_4","region_3",0.070151,TRUE,0.015464
"PERIOD_1",8,"region_4","region_4",0.007174,FALSE,0.015464
"PERIOD_1",8,"region_4","region_5",-0.014582,FALSE,0.015464
"PERIOD_1",8,"region_4","region_6",0.101358,TRUE,0.015464
"PERIOD_1",8,"region_5","region_1",-0.02157,TRUE,0.015464
"PERIOD_1",8,"region_5","region_2",-0.026897,TRUE,0.015464
"PERIOD_1",8,"region_5","region_3",0.022275,TRUE,0.015464
"PERIOD_1",8,"region_5","region_4",-0.013851,FALSE,0.015464
"PERIOD_1",8,"region_5","region_5",0.005626,FALSE,0.015464
"PERIOD_1",8,"region_5","region_6",0.038439,TRUE,0.015464
"PERIOD_1",8,"region_6","region_1",-0.045489,TRUE,0.015464
"PERIOD_1",8,"region_6","region_2",0.023893,TRUE,0.015464
"PERIOD_1",8,"region_6","region_3",0.029977,TRUE,0.015464
"PERIOD_1",8,"region_6","region_4",0.008459,FALSE,0.015464
"PERIOD_1",8,"region_6","region_5",-0.018036,TRUE,0.015464
"PERIOD_1",8,"region_6","region_6",0.058006,TRUE,0.015464
"PERIOD_1",9,"region_1","region_1",-0.014439,FALSE,0.015464
"PERIOD_1",9,"region_1","region_2",-0.01596,TRUE,0.015464
"PERIOD_1",9,"region_1","region_3",0.012594,FALSE,0.015464
"PERIOD_1",9,"region_1","region_4",-0.017561,TRUE,0.015464
"PERIOD_1",9,"region_1","region_5",-0.013553,FALSE,0.015464
"PERIOD_1",9,"region_1","region_6",0.030214,TRUE,0.015464
"PERIOD_1",9,"region_2","region_1",-0.017636,TRUE,0.015464
"PERIOD_1",9,"region_2","region_2",0.019632,TRUE,0.015464
"PERIOD_1",9,"region_2","region_3",0.051873,TRUE,0.015464
"PERIOD_1",9,"region_2","region_4",-0.020847,TRUE,0.015464
"PERIOD_1",9,"region_2","region_5",0.019141,TRUE,0.015464
"PERIOD_1",9,"region_2","region_6",-0.04541,TRUE,0.015464
"PERIOD_1",9,"region_3","region_1",-0.063441,TRUE,0.015464
"PERIOD_1",9,"region_3","region_2",-0.03193,TRUE,0.015464
"PERIOD_1",9,"region_3","region_3",0.151211,TRUE,0.015464
"PERIOD_1",9,"region_3","region_4",0.057738,TRUE,0.015464
"PERIOD_1",9,"region_3","region_5",0.011241,FALSE,0.015464
"PERIOD_1",9,"region_3","region_6",0.086805,TRUE,0.015464
"PERIOD_1",9,"region_4","region_1",-0.105558,TRUE,0.015464
"PERIOD_1",9,"region_4","region_2",-0.085123,TRUE,0.015464
"PERIOD_1",9,"region_4","region_3",0.108739,TRUE,0.015464
"PERIOD_1",9,"region_4","region_4",-0.013069,FALSE,0.015464
"PERIOD_1",9,"region_4","region_5",-0.001346,FALSE,0.015464
"PERIOD_1",9,"region_4","region_6",0.155556,TRUE,0.015464
"PERIOD_1",9,"region_5","region_1",-0.030766,TRUE,0.015464
"PERIOD_1",9,"region_5","region_2",-0.054832,TRUE,0.015464
"PERIOD_1",9,"region_5","region_3",0.053838,TRUE,0.015464
"PERIOD_1",9,"region_5","region_4",-0.024561,TRUE,0.015464
"PERIOD_1",9,"region_5","region_5",0.024761,TRUE,0.015464
"PERIOD_1",9,"region_5","region_6",0.065709,TRUE,0.015464
"PERIOD_1",9,"region_6","region_1",-0.06511,TRUE,0.015464
"PERIOD_1",9,"region_6","region_2",-0.020487,TRUE,0.015464
"PERIOD_1",9,"region_6","region_3",0.145787,TRUE,0.015464
"PERIOD_1",9,"region_6","region_4",0.052655,TRUE,0.015464
"PERIOD_1",9,"region_6","region_5",0.01629,TRUE,0.015464
"PERIOD_1",9,"region_6","region_6",0.049617,TRUE,0.015464
"PERIOD_1",10,"region_1","region_1",-0.005905,FALSE,0.015464
"PERIOD_1",10,"region_1","region_2",-0.033908,TRUE,0.015464
"PERIOD_1",10,"region_1","region_3",0.030703,TRUE,0.015464
"PERIOD_1",10,"region_1","region_4",-0.01873,TRUE,0.015464
"PERIOD_1",10,"region_1","region_5",-0.013848,FALSE,0.015464
"PERIOD_1",10,"region_1","region_6",0.023221,TRUE,0.015464
"PERIOD_1",10,"region_2","region_1",-0.013084,FALSE,0.015464
"PERIOD_1",10,"region_2","region_2",0.011327,FALSE,0.015464
"PERIOD_1",10,"region_2","region_3",0.04906,TRUE,0.015464
"PERIOD_1",10,"region_2","region_4",6.6e-05,FALSE,0.015464
"PERIOD_1",10,"region_2","region_5",0.016505,TRUE,0.015464
"PERIOD_1",10,"region_2","region_6",-0.031659,TRUE,0.015464
"PERIOD_1",10,"region_3","region_1",-0.084369,TRUE,0.015464
"PERIOD_1",10,"region_3","region_2",-0.057154,TRUE,0.015464
"PERIOD_1",10,"region_3","region_3",0.091992,TRUE,0.015464
"PERIOD_1",10,"region_3","region_4",0.02548,TRUE,0.015464
"PERIOD_1",10,"region_3","region_5",-0.003481,FALSE,0.015464
"PERIOD_1",10,"region_3","region_6",0.123821,TRUE,0.015464
"PERIOD_1",10,"region_4","region_1",-0.070305,TRUE,0.015464
"PERIOD_1",10,"region_4","region_2",-0.095943,TRUE,0.015464
"PERIOD_1",10,"region_4","region_3",0.113654,TRUE,0.015464
"PERIOD_1",10,"region_4","region_4",-0.023255,TRUE,0.015464
"PERIOD_1",10,"region_4","region_5",-0.00818,FALSE,0.015464
"PERIOD_1",10,"region_4","region_6",0.096424,TRUE,0.015464
"PERIOD_1",10,"region_5","region_1",-0.031554,TRUE,0.015464
"PERIOD_1",10,"region_5","region_2",-0.05521,TRUE,0.015464
"PERIOD_1",10,"region_5","region_3",0.052177,TRUE,0.015464
"PERIOD_1",10,"region_5","region_4",-0.023556,TRUE,0.015464
"PERIOD_1",10,"region_5","region_5",0.009106,FALSE,0.015464
"PERIOD_1",10,"region_5","region_6",0.047995,TRUE,0.015464
"PERIOD_1",10,"region_6","region_1",-0.090924,TRUE,0.015464
"PERIOD_1",10,"region_6","region_2",-0.068525,TRUE,0.015464
"PERIOD_1",10,"region_6","region_3",0.115466,TRUE,0.015464
"PERIOD_1",10,"region_6","region_4",0.022135,TRUE,0.015464
"PERIOD_1",10,"region_6","region_5",-0.004449,FALSE,0.015464
"PERIOD_1",10,"region_6","region_6",0.121802,TRUE,0.015464
"PERIOD_1",11,"region_1","region_1",-0.019682,TRUE,0.015464
"PERIOD_1",11,"region_1","region_2",-0.028511,TRUE,0.015464
"PERIOD_1",11,"region_1","region_3",0.021218,TRUE,0.015464
"PERIOD_1",11,"region_1","region_4",-0.008493,FALSE,0.015464
"PERIOD_1",11,"region_1","region_5",0.002407,FALSE,0.015464
"PERIOD_1",11,"region_1","region_6",-0.009357,FALSE,0.015464
"PERIOD_1",11,"region_2","region_1",0.01263,FALSE,0.015464
"PERIOD_1",11,"region_2","region_2",0.036853,TRUE,0.015464
"PERIOD_1",11,"region_2","region_3",0.023578,TRUE,0.015464
"PERIOD_1",11,"region_2","region_4",0.070598,TRUE,0.015464
"PERIOD_1",11,"region_2","region_5",0.027636,TRUE,0.015464
"PERIOD_1",11,"region_2","region_6",-0.111179,TRUE,0.015464
"PERIOD_1",11,"region_3","region_1",-0.068122,TRUE,0.015464
"PERIOD_1",11,"region_3","region_2",-0.112568,TRUE,0.015464
"PERIOD_1",11,"region_3","region_3",0.091355,TRUE,0.015464
"PERIOD_1",11,"region_3","region_4",-0.035801,TRUE,0.015464
"PERIOD_1",11,"region_3","region_5",-0.017055,TRUE,0.015464
"PERIOD_1",11,"region_3","region_6",0.155446,TRUE,0.015464
"PERIOD_1",11,"region_4","region_1",0.001082,FALSE,0.015464
"PERIOD_1",11,"region_4","region_2",-0.040398,TRUE,0.015464
"PERIOD_1",11,"region_4","region_3",0.010355,FALSE,0.015464
"PERIOD_1",11,"region_4","region_4",0.111248,TRUE,0.015464
"PERIOD_1",11,"region_4","region_5",0.042787,TRUE,0.015464
"PERIOD_1",11,"region_4","region_6",-0.095366,TRUE,0.015464
"PERIOD_1",11,"region_5","region_1",-0.034283,TRUE,0.015464
"PERIOD_1",11,"region_5","region_2",-0.023847,TRUE,0.015464
"PERIOD_1",11,"region_5","region_3",0.041181,TRUE,0.015464
"PERIOD_1",11,"region_5","region_4",-0.011755,FALSE,0.015464
"PERIOD_1",11,"region_5","region_5",0.027942,TRUE,0.015464
"PERIOD_1",11,"region_5","region_6",0.012015,FALSE,0.015464
"PERIOD_1",11,"region_6","region_1",-0.077697,TRUE,0.015464
"PERIOD_1",11,"region_6","region_2",-0.090442,TRUE,0.015464
