"Periode","Lag","Effect","Cause","PLCMF_Value","PVal_Raw","PVal_BH_Adj","Sig_Raw","Sig_BH"
"PERIOD_3",10,"region_5","region_6",-0.039955,0,1e-06,TRUE,TRUE
"PERIOD_3",10,"region_6","region_1",-0.057249,0,0,TRUE,TRUE
"PERIOD_3",10,"region_6","region_2",-0.038275,1e-06,2e-06,TRUE,TRUE
"PERIOD_3",10,"region_6","region_3",-0.009443,0.231353,0.257655,FALSE,FALSE
"PERIOD_3",10,"region_6","region_4",0.154095,0,0,TRUE,TRUE
"PERIOD_3",10,"region_6","region_5",0.031536,6.4e-05,9.6e-05,TRUE,TRUE
"PERIOD_3",11,"region_1","region_2",-0.061634,0,0,TRUE,TRUE
"PERIOD_3",11,"region_1","region_3",0.023721,0.002643,0.003574,TRUE,TRUE
"PERIOD_3",11,"region_1","region_4",-0.138425,0,0,TRUE,TRUE
"PERIOD_3",11,"region_1","region_5",-0.011276,0.152964,0.176073,FALSE,FALSE
"PERIOD_3",11,"region_1","region_6",-0.005008,0.525636,0.555738,FALSE,FALSE
"PERIOD_3",11,"region_2","region_1",-0.126961,0,0,TRUE,TRUE
"PERIOD_3",11,"region_2","region_3",0.058196,0,0,TRUE,TRUE
"PERIOD_3",11,"region_2","region_4",0.094836,0,0,TRUE,TRUE
"PERIOD_3",11,"region_2","region_5",0.039154,1e-06,1e-06,TRUE,TRUE
"PERIOD_3",11,"region_2","region_6",-0.033764,1.9e-05,2.9e-05,TRUE,TRUE
"PERIOD_3",11,"region_3","region_1",-0.155171,0,0,TRUE,TRUE
"PERIOD_3",11,"region_3","region_2",-0.011829,0.1338,0.156644,FALSE,FALSE
"PERIOD_3",11,"region_3","region_4",0.050736,0,0,TRUE,TRUE
"PERIOD_3",11,"region_3","region_5",0.047768,0,0,TRUE,TRUE
"PERIOD_3",11,"region_3","region_6",0.00998,0.205925,0.233123,FALSE,FALSE
"PERIOD_3",11,"region_4","region_1",-0.060917,0,0,TRUE,TRUE
"PERIOD_3",11,"region_4","region_2",-0.027611,0.000466,0.000658,TRUE,TRUE
"PERIOD_3",11,"region_4","region_3",0.017605,0.025662,0.031828,TRUE,TRUE
"PERIOD_3",11,"region_4","region_5",0.023627,0.002749,0.003706,TRUE,TRUE
"PERIOD_3",11,"region_4","region_6",0.010672,0.176165,0.200853,FALSE,FALSE
"PERIOD_3",11,"region_5","region_1",-0.056916,0,0,TRUE,TRUE
"PERIOD_3",11,"region_5","region_2",-0.061661,0,0,TRUE,TRUE
"PERIOD_3",11,"region_5","region_3",0.027224,0.00056,0.000779,TRUE,TRUE
"PERIOD_3",11,"region_5","region_4",-0.013543,0.086077,0.102017,FALSE,FALSE
"PERIOD_3",11,"region_5","region_6",0.036402,4e-06,6e-06,TRUE,TRUE
